,Name,ID,Age,Nationality,primary_pos,Value
7438,H. Vienda,159932,33,Chile,RM,350000
7439,G. Giménez,227772,25,Argentina,CM,1000000
7440,K. Voser,176572,30,Switzerland,LB,650000
7441,Álex Pérez,201149,25,Spain,CB,1000000
7442,Aguza,219837,24,Spain,CM,1000000
7443,Washington,225725,28,Brazil,CM,725000
7444,J. Viveros,232125,25,Colombia,LM,1100000
7445,M. Zullo,183741,28,Australia,LB,700000
7446,J. Amione,198846,27,Mexico,ST,1000000
7447,Derik,210110,24,Spain,CDM,975000
7448,O. Osawe,212158,23,England,RM,1200000
7449,G. Cano,214206,29,Argentina,ST,900000
7450,B. Yardımcı,223934,24,Turkey,CB,900000
7451,Jessé Ferdeira,230334,25,Brazil,LB,775000
7452,D. Johnsen,237502,19,Norway,LW,1700000
7453,A. Brighenti,240574,29,Italy,ST,900000
7454,S. Traut,177598,32,Germany,RB,500000
7455,J. Ryan,186558,28,Republic of Ireland,CDM,900000
7456,A. Grimaldi,195262,26,Germany,ST,1100000
7457,J. Morris,200895,25,England,LW,1100000
7458,A. Struna,210879,26,Slovenia,CB,850000
7459,J. Osorio,213439,25,Canada,LM,1200000
7460,M. Rask,151743,34,Denmark,CB,270000
7461,R. Doan,232639,19,Japan,RM,1600000
7462,J. Opoku,238015,27,Netherlands,CM,1000000
7463,S. Sutter,176575,31,Switzerland,RB,575000
7464,T. Petsos,198849,26,Greece,CM,875000
7465,J. Riocel,160193,33,Chile,CAM,550000
7466,A. Dudiev,202690,27,Russia,RB,950000
7467,A. Ajeti,203458,23,Albania,CB,975000
7468,P. Faragò,211394,24,Italy,RB,1200000
7469,B. Zech,223426,26,Austria,CB,875000
7470,J. Eilers,225730,29,Germany,RM,875000
7471,J. Horn,231874,20,Germany,LB,1300000
7472,G. Kuświk,192962,30,Poland,ST,875000
7473,M. Agesen,201411,34,Denmark,CB,270000
7474,C. Rivieyran,208323,26,France,LB,850000
7475,A. Martinelli,219587,24,Switzerland,CM,975000
7476,P. Polomat,208324,23,France,LB,975000
7477,Y. Ono,212932,24,Japan,CAM,1100000
7478,D. Formella,215492,21,Poland,RM,1300000
7479,Hwang Hyun Soo,222660,21,Korea Republic,CB,1200000
7480,A. Levipan,160196,25,Chile,ST,1000000
7481,R. Rogers,179652,30,United States,LB,650000
7482,M. Bašić,229317,29,Croatia,CB,700000
7483,Jon Erice,177605,30,Spain,CM,675000
7484,J. Vigón,210374,25,Mexico,LM,1100000
7485,W. Arboleda,214214,27,Colombia,RM,1000000
7486,T. Wellenreuther,223686,21,Germany,GK,950000
7487,K. Hafez,224198,21,Egypt,LB,1100000
7488,J. Venlero,160198,33,Chile,CB,350000
7489,Luis Henrique,230086,19,Brazil,ST,1400000
7490,J. Leguizamón,237510,25,Paraguay,CB,975000
7491,B. Grougi,51910,33,France,CM,375000
7492,G. Cellerino,190918,31,Argentina,ST,800000
7493,C. Harriott,201927,23,England,ST,1300000
7494,J. Ruiz,207815,23,Costa Rica,RM,1200000
7495,R. Fennell,211911,28,United States,CB,725000
7496,H. Wahl,230855,23,Germany,CB,1000000
7497,Bruno Teles,191431,31,Brazil,LB,575000
7498,D. Burbano,209608,29,Colombia,LM,875000
7499,M. Fissore,215240,26,Argentina,CDM,925000
7500,Wallyson Mallmann,222152,23,Brazil,CM,1300000
7501,I. Tarasovs,206281,28,Latvia,CB,825000
7502,J. Michel,212169,25,France,LM,1100000
7503,Jesús Fernández,192457,29,Spain,GK,700000
7504,S. Andersson,207562,25,Sweden,ST,1100000
7505,D. Barbona,227274,22,Argentina,CAM,1300000
7506,Rúben Dias,239818,20,Portugal,CB,1300000
7507,F. Černych,215755,26,Lithuania,ST,950000
7508,A. Rossi,227275,21,Argentina,GK,1300000
7509,S. Benrahma,220621,21,Algeria,ST,1300000
7510,K. Ota,231885,29,Japan,LWB,675000
7511,J. Valencia,203982,31,Colombia,LM,575000
7512,A. Mbengue,222926,23,Senegal,LM,1100000
7513,A. Green,228814,18,England,LW,1800000
7514,Leonardo,197839,29,Brazil,CB,700000
7515,B. O'Neill,209359,23,Australia,CDM,1000000
7516,Everaldo,222671,25,Brazil,ST,1100000
7517,Hélder Tavares,229327,27,Portugal,CDM,1000000
7518,D. Šovšić,237775,27,Croatia,CM,950000
7519,L. Acosta,220624,22,Argentina,GK,1000000
7520,I. Tellero,160208,29,Chile,RM,875000
7521,D. Kikuchi,233168,26,Japan,LM,950000
7522,J. Zimmermann,170448,32,Germany,GK,525000
7523,F. Öztürk,166097,30,Turkey,GK,575000
7524,Pablo Iñiguez,206546,23,Spain,CDM,1000000
7525,J. Blanco,216018,30,Argentina,CM,675000
7526,T. Serbest,222930,23,Austria,CM,1000000
7527,C. Basham,184274,28,England,CM,725000
7528,Gonçalo Silva,213203,26,Portugal,CB,900000
7529,Z. MacMath,201940,25,United States,GK,850000
7530,D. Gerken,139476,32,England,GK,525000
7531,L. Gil,216020,26,Argentina,CDM,1100000
7532,K. Matmour,178132,32,Algeria,RW,700000
7533,Xiao Zhi,182996,32,China PR,ST,0
7534,E. Suagher,216789,24,Italy,CB,950000
7535,C. Morales,156373,37,Mexico,LB,100000
7536,L. Pirard,223957,22,Belgium,GK,900000
7537,E. Lorcado,159957,33,Chile,CAM,375000
7538,M. Bettinelli,204246,25,England,GK,875000
7539,K. Bayramyan,205270,25,Russia,CM,950000
7540,A. Ibsen Rømer,210646,23,Denmark,RB,975000
7541,M. Bogado,214998,32,Argentina,RM,525000
7542,R. Rodriguez,216534,26,Switzerland,LW,950000
7543,J. Leist,198103,29,Germany,CB,700000
7544,D. Rakels,202455,24,Latvia,RM,1200000
7545,L. Abdi,188375,28,Somalia,ST,900000
7546,C. Remmer,201944,24,Denmark,RB,1000000
7547,L. Slagveer,202200,23,Netherlands,RM,1200000
7548,S. Bahoken,203736,25,France,LW,1200000
7549,J. Vásquez,214488,29,Colombia,RM,700000
7550,A. Grgić,229336,20,Switzerland,CDM,1500000
7551,F. Mattia,215001,29,Argentina,CB,775000
7552,L. Novak,192473,28,England,LM,925000
7553,M. Pigliacelli,205530,24,Italy,GK,975000
7554,Jesús Valentín,224986,25,Spain,CDM,1000000
7555,G. Hormaza,159962,33,Chile,CM,375000
7556,Ângelo Neto,235226,25,Brazil,CM,1100000
7557,M. Reineraso,160219,33,Chile,ST,575000
7558,D. Saint-Louis,227547,22,France,ST,1200000
7559,J. Fuchs,228827,19,France,LB,1300000
7560,F. Rodríguez,236251,27,Uruguay,LM,1000000
7561,J. Savarino,238555,20,Venezuela,CAM,1300000
7562,B. Amos,173531,27,England,GK,725000
7563,R. Rabia,220380,24,Egypt,CDM,0
7564,J. Gastien,208861,29,France,CDM,850000
7565,G. Vadalá,221661,20,Argentina,LM,1500000
7566,D. Button,173533,28,England,GK,725000
7567,Edu Ramos,193757,25,Spain,CDM,975000
7568,F. Márquez,215262,29,Argentina,LM,900000
7569,M. Diagne,220126,23,Senegal,CB,1100000
7570,F. Viáfara,222430,25,Colombia,RM,950000
7571,V. Muriqi,223710,23,Kosovo,ST,1300000
7572,K. Balanta,225502,20,Colombia,CDM,1400000
7573,M. Antonsson,45534,36,Sweden,CB,120000
7574,S. Ortega,200159,24,Germany,GK,875000
7575,V. Ulloa,200671,25,Mexico,CM,925000
7576,E. Mosquera,214495,26,Colombia,LB,925000
7577,J. Medranda,219871,23,Colombia,LW,1000000
7578,P. Dixon,169184,30,Scotland,LB,650000
7579,J. Roye,208865,28,France,CM,900000
7580,S. Rossbach,213729,21,Norway,GK,1400000
7581,E. Palomino,213985,31,Colombia,LM,775000
7582,Sergi Palencia,228321,21,Spain,LB,1800000
7583,V. Lampropoulos,239841,27,Greece,RB,750000
7584,L. Tremolada,200930,25,Italy,CM,1200000
7585,J. Toral,203746,22,Spain,CAM,1200000
7586,A. Bono,226786,23,United States,GK,925000
7587,G. Giakoumakis,239842,22,Greece,ST,1200000
7588,J. Collins,194018,26,Republic of Ireland,ST,1100000
7589,Fran Cruz,200931,26,Spain,CB,950000
7590,C. Schösswendter,193251,28,Austria,CB,725000
7591,S. Doukara,210404,25,Senegal,LM,1100000
7592,Etxeberría,211428,22,Spain,RWB,1100000
7593,I. Doğan,220900,26,Turkey,LB,750000
7594,Helito Caldeira,230372,33,Brazil,RB,350000
7595,G. Torres,239844,19,Costa Rica,LM,1200000
7596,D. Bingham,202469,27,United States,GK,750000
7597,N. Valentini,216037,28,Argentina,CB,825000
7598,A. Fulgini,226789,20,France,RW,1400000
7599,E. Ebanks-Landell,201958,24,England,CB,1000000
7600,T. Siebatcheu,227558,21,France,RW,1300000
7601,Adriá Carmona,206311,25,Spain,LW,1100000
7602,M. Parkhurst,164839,33,United States,CB,375000
7603,B. Nastić,235751,22,Serbia,LB,1000000
7604,Óscar,239335,19,Spain,CM,1700000
7605,J. Gonzalez,213736,22,United States,GK,1100000
7606,K. Karami,215528,27,Netherlands,RB,750000
7607,L. Mühl,233960,20,Germany,CDM,1500000
7608,J. Parr,170472,28,Norway,LB,700000
7609,M. Polster,226793,24,United States,CDM,975000
7610,K. Schindler,238569,23,Ghana,RB,1200000
7611,J. Isijara,191209,27,Mexico,RM,950000
7612,M. Kolke,211946,26,Germany,GK,800000
7613,Y. Tejeda,216810,25,Costa Rica,CDM,1100000
7614,L. Haraslín,227562,21,Slovakia,LM,1400000
7615,R. Weil,211691,29,Germany,RB,700000
7616,A. Zapata,214507,32,Colombia,CB,525000
7617,Angeliño,220651,20,Spain,LM,1300000
7618,Paulo Ricardo,224235,22,Brazil,CB,1000000
7619,A. Androutsos,234987,20,Greece,CM,1600000
7620,F. Dick,137708,32,Germany,RB,500000
7621,S. Lainer,223724,24,Austria,RM,1000000
7622,F. Morais,177389,31,Portugal,RWB,775000
7623,J. Emmanuel-Thomas,184301,26,England,CAM,1100000
7624,O. Buff,198638,24,Switzerland,LM,1200000
7625,B. Reid,203502,24,England,CAM,1200000
7626,Edú,140526,35,Brazil,ST,400000
7627,M. Paulissen,208878,24,Netherlands,CAM,1200000
7628,R. Henry,224494,19,England,LM,1700000
7629,M. Martínez,226798,24,Argentina,RM,1000000
7630,Miguel Díaz,232430,23,Spain,CAM,1200000
7631,Zhao Xuri,175598,31,China PR,CM,0
7632,Carlos Caballero,145903,32,Spain,CM,525000
7633,Tiago Caeiro,213743,33,Portugal,ST,575000
7634,Miramón,229359,28,Spain,CM,900000
7635,A. Murgia,231919,20,Italy,CDM,1600000
7636,Nagore,170991,36,Spain,RB,100000
7637,D. Lekić,199152,32,Serbia,ST,725000
7638,Luis Felipe,202480,26,Brazil,RB,875000
7639,L. Galeano,212208,25,Argentina,CB,1000000
7640,D. Kownacki,221168,20,Poland,ST,1700000
7641,N. Hagglund,221680,24,United States,RB,1000000
7642,M. Aleksandrov,185072,28,Bulgaria,LWB,900000
7643,P. Farkas,193264,24,Austria,LB,975000
7644,J. Cools,199665,26,Belgium,CM,900000
7645,R. Grant,192241,26,Australia,LB,875000
7646,D. Böde,201714,30,Hungary,ST,0
7647,R. Ruíz,187634,31,Mexico,RM,575000
7648,M. Saeid,208371,26,Sweden,CAM,1000000
7649,H. Marín,212467,24,Mexico,CB,975000
7650,D. Cataño,231667,25,Colombia,LM,1200000
7651,M. Titsch-Rivero,196339,27,Germany,CDM,1000000
7652,S. Maier,205044,23,Germany,LM,1200000
7653,G. Arokoyo,208372,24,Nigeria,CB,1100000
7654,M. Figueroa,175092,34,Honduras,CB,250000
7655,B. Meccariello,211189,26,Italy,CB,900000
7656,M. Čovilo,225013,31,Serbia,CDM,600000
7657,C. Lobella,159989,25,Chile,RM,975000
7658,E. Hovland,186101,28,Norway,CB,725000
7659,S. Terekhov,192757,27,Russia,LB,825000
7660,G. Machín,158966,34,Argentina,CDM,425000
7661,M. Müller,208375,23,Germany,GK,975000
7662,K. Vollmann,205048,23,Germany,CAM,1200000
7663,E. Molina,207864,30,Argentina,LM,850000
7664,K. Przybyłko,208120,24,Poland,LM,1200000
7665,M. Williams,209400,26,Trinidad & Tobago,RB,850000
7666,R. Rotman,223736,28,Slovenia,CM,825000
7667,A. Traoré,169464,27,Senegal,LB,750000
7668,M. Lekven,177912,29,Norway,CM,850000
7669,L. Gassama,189944,27,Senegal,RB,825000
7670,D. Bisoli,202489,23,Italy,CM,1200000
7671,J. Une Larsson,213497,23,Sweden,CB,1200000
7672,A. Miljković,216313,27,Serbia,RB,825000
7673,O. Govea,221433,21,Mexico,CDM,1100000
7674,P. Parzyszek,201978,23,Poland,ST,1200000
7675,M. Fornasier,206074,23,Italy,CB,1100000
7676,E. Acolatse,209402,21,Netherlands,LM,1300000
7677,S. Martinsson Ngouali,213498,25,Gabon,CM,1200000
7678,D. Roßbach,224250,24,Germany,CM,975000
7679,Diego Medeiros,237562,24,Brazil,RW,1200000
7680,Y. Court,199419,27,France,LM,950000
7681,D. Callà,139259,32,Switzerland,CAM,700000
7682,F. Malbašić,210171,24,Serbia,ST,1200000
7683,O. Hadžikić,219643,21,Austria,GK,1100000
7684,W. Santerilone,159995,25,Chile,ST,1000000
7685,Bruno Perone,188411,29,Brazil,RB,700000
7686,A. Merkel,200700,25,Kazakhstan,CAM,1100000
7687,Pedro Queirós,192252,32,Portugal,RB,500000
7688,P. Klingmann,193276,29,Germany,RB,675000
7689,U. Rivas,224509,21,Mexico,CDM,1400000
7690,C. Bedia,225533,21,Ivory Coast,ST,1300000
7691,M. Thuram,228093,19,France,LM,1500000
7692,D. Bodul,189181,28,Croatia,ST,925000
7693,J. Siebenhandl,193277,27,Austria,GK,725000
7694,N. Klotz,198910,30,Germany,RM,650000
7695,I. Bezdenezhnykh,225534,20,Russia,CAM,1900000
7696,A. Vuletich,219647,25,Argentina,ST,1100000
7697,Eloi Amagat,188671,32,Spain,CM,675000
7698,S. Wootton,203264,25,England,RB,825000
7699,J. Pereyra Díaz,214784,26,Argentina,RW,825000
7700,M. Holgate,225024,20,England,CB,1500000
7701,B. Bajić,173568,37,Bosnia Herzegovina,CB,100000
7702,D. Werker,215297,23,Netherlands,CB,875000
7703,W. Twala,216577,27,South Africa,RM,800000
7704,S. Poulsen,152065,32,Denmark,LB,425000
7705,O. Watkins,221697,21,England,CM,1500000
7706,J. Holland,186881,28,Australia,CM,625000
7707,G. van Velzen,203266,23,Netherlands,LM,1000000
7708,K. Ajer,224258,19,Norway,CB,1100000
7709,C. Teuchert,226050,20,Germany,RM,1700000
7710,A. Taylor,169474,31,England,CB,500000
7711,J. Murphy,206083,22,England,RM,1400000
7712,M. Elarra,160003,29,Chile,ST,750000
7713,A. Bischoff,177668,30,Portugal,CAM,700000
7714,S. Beavon,193028,33,England,ST,475000
7715,D. Bakker,212485,22,Netherlands,CB,875000
7716,E. Zejnullahu,212997,22,Kosovo,CM,1000000
7717,P. Clement,236037,21,Netherlands,RW,1100000
7718,M. Marković,189445,27,Serbia,ST,825000
7719,K. Freiberger,211974,28,Germany,LW,775000
7720,C. Rivas,220934,23,Colombia,LW,1200000
7721,H. Çinemre,224774,23,Turkey,CB,925000
7722,J. Mason,193798,26,Republic of Ireland,CAM,900000
7723,M. James,227847,23,Canada,CDM,0
7724,R. Kiernan,190983,26,Republic of Ireland,CB,775000
7725,F. Ogier,200968,28,France,CB,700000
7726,N. Hammann,229384,29,Germany,LB,600000
7727,K. Wæhler,148745,41,Norway,CB,0
7728,M. Pérez Acuña,220937,23,Argentina,RM,900000
7729,M. Bagayoko,229641,27,Ivory Coast,RWB,0
7730,Aitor,231433,21,Spain,CAM,1400000
7731,S. Taniguchi,233225,25,Japan,CB,825000
7732,Wilson Manafá,238857,22,Portugal,RW,1200000
7733,Julián Cuesta,201482,26,Spain,GK,675000
7734,P. Ngawa,205578,25,Belgium,LB,800000
7735,E. Hyndman,215818,21,United States,CM,1500000
7736,José Suarez,224010,21,Spain,GK,1000000
7737,Y. Toyoda,232714,32,Japan,ST,600000
7738,T. Nara,233226,23,Japan,CB,975000
7739,T. Martínez,212747,22,Argentina,CAM,1200000
7740,R. Áldarez,160011,25,Chile,GK,550000
7741,A. Zrelak,239627,23,Slovakia,ST,1200000
7742,M. Albertazzi,184331,26,Italy,LB,650000
7743,M. Chrapek,194059,25,Poland,CDM,975000
7744,E. Burgos,224524,25,Argentina,CB,825000
7745,O. Rojas,161804,35,Mexico,LB,160000
7746,F. Nordkvelle,167180,31,Norway,CM,650000
7747,M. Hongla,236556,19,Cameroon,CDM,875000
7748,K. Biliński,190732,29,Poland,ST,750000
7749,J. Villarreal,207629,23,United States,LM,1100000
7750,H. Diallo,225293,22,Senegal,ST,1100000
7751,Mauriçio Clerez,230413,25,Brazil,CB,675000
7752,T. Elrich,180749,30,Australia,LB,550000
7753,M. Vermijl,206094,25,Belgium,RWB,800000
7754,S. Romero,218894,27,Uruguay,LM,775000
7755,S. Cox,163342,30,Republic of Ireland,ST,725000
7756,M. Connolly,167694,29,England,CB,575000
7757,A. Mannus,110606,35,Northern Ireland,GK,180000
7758,L. Đorđević,210703,22,Montenegro,LW,1100000
7759,V. Yurchenko,223759,23,Ukraine,CAM,1000000
7760,Choi Hyo Jin,165903,33,Korea Republic,RM,290000
7761,R. Maeda,199184,35,Japan,ST,350000
7762,F. Hartherz,202512,24,Germany,LM,825000
7763,A. Bellinghausen,166928,34,Germany,LB,375000
7764,A. Frara,101904,34,Italy,CM,375000
7765,Heliardo,234512,25,Brazil,ST,975000
7766,S. Díaz,235024,19,Paraguay,ST,1600000
7767,B. McKay,193552,28,Northern Ireland,ST,800000
7768,N. Larsen,200209,26,Denmark,GK,675000
7769,F. Kiss,205073,26,Slovakia,CDM,900000
7770,A. Al Ghamdi,213009,22,Saudi Arabia,CAM,1100000
7771,H. Maïga,236817,21,Ivory Coast,LB,1200000
7772,V. Eicher,200466,26,Germany,GK,675000
7773,J. Lozano,207634,32,Colombia,CB,450000
7774,F. Antunes,229138,25,France,LB,800000
7775,D. Cox,178194,29,England,CAM,750000
7776,S. Heidinger,191250,31,Germany,RM,500000
7777,D. Lafferty,201491,28,Northern Ireland,LWB,600000
7778,Pedro Chirivella,224019,20,Spain,CM,1000000
7779,Lee Keun Ho,176403,32,Korea Republic,RM,600000
7780,J. Gyau,207892,24,United States,RW,975000
7781,A. Seck,217620,25,Senegal,CB,825000
7782,D. Mesenhöler,222484,21,Germany,GK,950000
7783,Oh Beom Seok,165908,32,Korea Republic,CB,425000
7784,A. Guliev,237844,21,Russia,CDM,1300000
7785,S. Grippo,177684,28,Switzerland,CDM,725000
7786,K. Al Ghamdi,208917,29,Saudi Arabia,RB,575000
7787,S. Ojo,224021,20,England,LM,1700000
7788,Ramon Lopes,232469,27,Brazil,ST,825000
7789,Paulo Lopes,53525,39,Portugal,GK,50000
7790,S. Franklin,186645,32,United States,CB,425000
7791,D. Moxey,188181,31,England,LB,500000
7792,H. Olvera,190485,27,Mexico,LB,700000
7793,Wander,221462,30,Brazil,CM,725000
7794,Fepe Avedo,230166,29,Brazil,GK,525000
7795,Lee Sang Ho,176406,30,Korea Republic,RW,725000
7796,Carlos Delgado,200727,27,Spain,CB,750000
7797,J. Jørgensen,202263,28,Norway,CDM,700000
7798,Mailson,224791,26,Brazil,ST,925000
7799,L. Varney,163351,34,England,LM,400000
7800,M. Kenlock,229911,20,England,LB,1100000
7801,Mateus Tangil,230167,29,Brazil,GK,525000
7802,Hwang Jin Sung,165911,33,Korea Republic,CM,450000
7803,H. Taniguchi,180759,32,Japan,CB,450000
7804,C. Evans,186135,26,Northern Ireland,CDM,875000
7805,K. Paal,228120,20,Netherlands,LW,1000000
7806,Y. Yoshida,232728,27,Japan,RB,625000
7807,M. Torrén,176920,28,Argentina,CB,700000
7808,K. Madu,236313,21,Nigeria,LB,975000
7809,Y. Konno,173337,34,Japan,CB,230000
7810,L. Trotter,178713,28,England,CDM,750000
7811,S. Brandy,191257,32,Germany,RM,600000
7812,E. Soriano,207898,28,Germany,ST,800000
7813,M. Smedberg-Dalence,156698,33,Bolivia,RM,475000
7814,P. Kirkevold,227866,26,Norway,ST,975000
7815,M. Baudry,183066,29,France,CDM,600000
7816,M. Sivakow,191002,29,Belarus,CDM,675000
7817,O. Occéan,152603,35,Canada,ST,350000
7818,J. Nikolaou,238619,23,Germany,CB,875000
7819,C. Tasoulis,226076,26,Greece,LB,725000
7820,F. González,176924,30,Argentina,ST,725000
7821,M. Falzerano,204061,26,Italy,LM,900000
7822,W. Kamavuaka,205085,27,DR Congo,CB,750000
7823,M. Rosales,215325,25,Argentina,LB,800000
7824,A. Gabr,226077,30,Egypt,CB,0
7825,M. Guanini,228893,21,Argentina,CB,975000
7826,J. Brix-Damborg,164637,31,Denmark,CM,525000
7827,Martínez,234781,24,Spain,CB,900000
7828,M. de los Santos,239645,24,Uruguay,CB,900000
7829,F. Farnolle,195357,32,Benin,GK,450000
7830,M. Lorenz,211742,28,Germany,LM,775000
7831,M. Polaček,229662,27,Slovakia,GK,600000
7832,Oswaldinato,230430,33,Brazil,CM,300000
7833,H. Kanazono,232478,28,Japan,ST,800000
7834,R. Azeez,211231,24,Nigeria,CAM,900000
7835,Marcelo Djaló,220191,23,Spain,CB,900000
7836,Eneko Capilla,225567,22,Spain,CM,1100000
7837,J. North,172063,35,Australia,CB,180000
7838,F. Kadir,187935,33,Algeria,CM,475000
7839,J. Wójcicki,215584,28,Poland,RB,775000
7840,F. Cañaveral,221984,28,Colombia,CDM,625000
7841,Manel,235296,25,Spain,ST,1000000
7842,J. Arvidsson,176928,32,Sweden,LB,425000
7843,M. Mak,207905,25,Poland,CAM,925000
7844,K. Salazar,231713,21,Colombia,CAM,1700000
7845,G. Faivre,170785,30,Switzerland,GK,500000
7846,D. Hoesen,190497,26,Netherlands,RM,925000
7847,A. Calisir,198178,27,Sweden,CB,750000
7848,B. Jopek,209954,23,Germany,CAM,1000000
7849,J. Hardeveld,221986,22,Netherlands,CB,875000
7850,J. Kliment,229154,23,Czech Republic,CAM,1100000
7851,Y. Suzuki,233250,21,Japan,RM,1300000
7852,E. Stevens,192546,26,Republic of Ireland,LWB,725000
7853,K. Ellis,202787,26,United States,CB,775000
7854,T. Ouwejan,229155,21,Netherlands,LB,900000
7855,Z. El Azzouzi,232227,21,Morocco,ST,1100000
7856,M. Hvilsom,198436,24,Denmark,LM,1000000
7857,M. Szczepaniak,202788,26,Poland,LM,925000
7858,J. Sims,218660,20,England,LM,1700000
7859,M. Kudo,231972,27,Japan,ST,900000
7860,N. Busch Thor,237348,31,Sweden,CM,525000
7861,M. Fathi,239652,23,Egypt,LM,1200000
7862,T. Browning,200741,23,England,CB,950000
7863,J. Möckel,203813,29,Germany,CB,600000
7864,B. Djimsiti,208165,24,Albania,CB,925000
7865,J. Bijlow,232229,19,Netherlands,GK,1100000
7866,L. Kassi,211238,22,Ivory Coast,CM,1000000
7867,H. Rivera,214054,24,Colombia,CAM,1000000
7868,Asdrúbal,218662,26,Spain,ST,975000
7869,J. Hernández,239654,24,Venezuela,ST,1000000
7870,T. Röcher,202535,26,Austria,LW,825000
7871,Gerson,229927,20,Brazil,CM,1500000
7872,J. Brayford,190247,29,England,RWB,575000
7873,J. Archer,205352,24,Scotland,GK,750000
7874,K. Andersen,169000,31,Belgium,CDM,650000
7875,Lee Yun Pyo,187176,32,Korea Republic,CB,450000
7876,F. Casarini,189736,27,Italy,CDM,775000
7877,A. Messaoud,200233,26,Morocco,CAM,950000
7878,L. Gülen,208169,23,Switzerland,CB,850000
7879,J. Croux,208681,23,Belgium,LM,1000000
7880,G. Wegkamp,209961,24,Germany,ST,1000000
7881,J. Delgado,214313,24,Chile,RM,1000000
7882,J. Grant,219177,22,England,CAM,1300000
7883,A. Otero,214314,33,Colombia,GK,375000
7884,P. Billing,220714,21,Denmark,CM,1500000
7885,M. Zetterer,227370,21,Germany,GK,950000
7886,H. Halldórsson,206379,33,Iceland,GK,375000
7887,E. Herrera,210219,30,Argentina,ST,725000
7888,Jonatas Belusso,216107,28,Brazil,LW,800000
7889,J. Jackson,152875,34,England,CM,375000
7890,Fidelis,193835,28,Brazil,ST,800000
7891,D. Wydra,207660,23,Austria,RB,875000
7892,M. Kuster,210476,23,Austria,GK,725000
7893,J. Cummings,219948,21,Scotland,ST,1100000
7894,C. Soukou,234284,24,Germany,ST,1000000
7895,M. Nizam,193580,26,Turkey,LB,750000
7896,S. Pettinari,198701,25,Italy,ST,975000
7897,R. Mandanda,202285,24,DR Congo,GK,850000
7898,J. Blackman,204846,23,England,GK,900000
7899,Ricardo Nunes,212014,31,South Africa,LB,500000
7900,S. Becker,223790,22,Netherlands,LW,1100000
7901,A. Ivan,231726,20,Romania,ST,1400000
7902,Fabio,232750,28,Brazil,CB,625000
7903,T. Høiland,184878,28,Norway,ST,800000
7904,W. Domoraud,186414,28,France,CAM,775000
7905,W. Thomas,190254,30,England,ST,725000
7906,J. Graham,202799,22,England,RM,1200000
7907,L. Payares,214575,27,Colombia,LB,750000
7908,Nazario Serpe,230447,25,Brazil,CB,675000
7909,A. Paolucci,178479,30,Italy,CM,700000
7910,T. Bishop,222256,20,England,CM,1200000
7911,Jorge Pombo,228144,23,Spain,RM,1200000
7912,L. Goujon,235568,21,France,CDM,1200000
7913,C. Baird,138289,35,Northern Ireland,CDM,160000
7914,K. Nakamachi,232753,31,Japan,CM,525000
7915,F. Kaplan,205874,28,Turkey,GK,625000
7916,D. Fry,229682,19,England,CB,1500000
7917,Breno Laranjeiro,230450,29,Brazil,ST,750000
7918,V. Andriuškevičius,200499,26,Lithuania,LB,775000
7919,M. Angha,202803,23,Switzerland,RB,975000
7920,I. Shevchenko,147251,32,Russia,RM,600000
7921,J. Wicks,166451,33,United States,GK,375000
7922,G. Gudiño,235827,25,Argentina,RM,950000
7923,J. Leutwiler,183347,28,Canada,GK,525000
7924,P. Martinez,223284,28,France,LB,600000
7925,Marcos Valente,235828,23,Portugal,CDM,900000
7926,D. Amoo,195124,26,England,RM,900000
7927,A. Tanaka,234293,29,Japan,CAM,750000
7928,A. Linde,207926,23,Sweden,GK,800000
7929,M. Hallberg,210742,21,Sweden,LM,1100000
7930,Carlos Blanco,224566,21,Spain,CB,1100000
7931,Santamaría,171574,32,Spain,GK,450000
7932,Jefferson Santos,239670,24,Brazil,CDM,750000
7933,S. Scannell,186422,26,Republic of Ireland,RM,825000
7934,G. Rizzo,194102,26,Italy,CDM,900000
7935,B. Perea,213303,24,Colombia,ST,1100000
7936,L. Broź,177719,31,Poland,RB,500000
7937,V. Rykov,206136,29,Russia,CB,600000
7938,O. Zelenika,223032,24,Croatia,GK,700000
7939,D. Diaw,232760,22,Senegal,CB,1100000
7940,F. Gaibor,233529,25,Ecuador,CAM,0
7941,B. Fernandez,177465,32,Germany,GK,450000
7942,J. Navrátil,212538,25,Czech Republic,LW,950000
7943,M. Balanta,214330,27,Colombia,CAM,800000
7944,M. Musalov,219962,23,Russia,LM,950000
7945,M. Gori,224314,24,Italy,CM,950000
7946,A. Jackson-Hamel,224570,23,Canada,ST,1100000
7947,J. Lozano,236858,26,Colombia,CB,775000
7948,H. Forrester,189498,26,England,RM,900000
7949,D. Orlishausen,203835,34,Germany,GK,300000
7950,L. Paganini,224315,24,Italy,RW,1000000
7951,K. Hemmings,204860,25,England,ST,1000000
7952,Iñaki Sáenz,219708,29,Spain,LM,575000
7953,R. Crivello,224316,25,Italy,LM,750000
7954,R. Niemeijer,235324,22,Netherlands,CM,1100000
7955,I. Sackey,235580,23,Ghana,CB,925000
7956,J. Cabrera,224317,25,Uruguay,RM,925000
7957,E. Audero,228413,20,Italy,GK,950000
7958,L. Załuska,105533,35,Poland,GK,180000
7959,N. Byrne,202814,25,England,RM,825000
7960,Moon Seon Min,229694,25,Korea Republic,RM,950000
7961,P. Malong,240190,21,Cameroon,CM,1200000
