,Name,ID,Age,Nationality,Overall,Potential,primary_pos
9493,J. Biada,223147,24,Germany,66,71,ST
9494,E. Franquez,160171,25,Chile,66,66,LB
9495,Lim Jong Eun,191915,27,Korea Republic,66,67,CB
9496,N. Ben Khalifa,193195,25,Switzerland,66,69,CAM
9497,K. Broadfoot,134828,32,Scotland,66,66,RB
9498,M. Marshall,189868,30,Jamaica,66,66,LM
9499,N. Mohammed,211373,23,Ghana,66,74,RW
9500,D. López,214445,25,Colombia,66,71,ST
9501,J. Walsh,163757,25,Wales,66,73,CB
9502,U. Antuna,237997,19,Mexico,66,79,LM
9503,R. Matisano,159918,29,Chile,66,66,RB
9504,Kim Sung Hwan,191662,30,Korea Republic,66,66,CM
9505,Onwu,198063,29,Spain,66,66,ST
9506,M. Rutten,205999,24,Netherlands,66,70,CDM
9507,Y. Al Nakhli,209071,26,Saudi Arabia,66,67,CB
9508,D. Bejarano,216751,25,Bolivia,66,69,CDM
9509,Leo Pereira,222895,21,Brazil,66,70,CB
9510,V. Dávila,225455,19,Chile,66,73,CAM
9511,R. Edwards,234927,21,Canada,66,78,LB
9512,Moreto Cassamá,241071,19,Portugal,66,81,CAM
9513,Mario Ortíz,192431,28,Spain,66,67,CM
9514,Álvaro Tejero,231856,20,Spain,66,78,RB
9515,A. Papazoglou,192688,29,Greece,66,66,ST
9516,O. Halvorsen,200369,29,Norway,66,66,RM
9517,A. Bunjaku,144050,33,Kosovo,66,66,LM
9518,L. Gonzaloz,159922,29,Chile,66,66,RB
9519,K. Keane,163762,30,Republic of Ireland,66,66,CDM
9520,P. Kurzweg,234418,23,Germany,66,70,LM
9521,T. Sana,191154,27,Sweden,66,66,ST
9522,Abner,216755,21,Brazil,66,78,LB
9523,E. Tellechea,224435,30,Uruguay,66,66,CM
9524,H. Sendiero,160179,29,Chile,66,66,LB
9525,K. Staude,234163,20,Germany,66,75,CAM
9526,A. Tahar,193715,27,Algeria,66,66,CM
9527,A. Bourceanu,204212,32,Romania,66,66,CDM
9528,M. Bouziane,209844,26,France,66,66,LW
9529,M. Hairston,221620,23,United States,66,69,RB
9530,R. Harakawa,233140,23,Japan,66,71,CM
9531,A. Guðmundsson,238004,20,Iceland,66,75,LW
9532,G. Waldschmidt,220085,21,Germany,66,76,ST
9533,A. Sedlar,234933,25,Serbia,66,69,CB
9534,Jeong Hyuk,191669,31,Korea Republic,66,66,CDM
9535,Antonio Martínez,208566,27,Spain,66,68,CAM
9536,O. Benítez,215990,26,Argentina,66,70,CB
9537,C. Dean,221622,24,United States,66,70,LB
9538,T. Hamed,222134,28,Egypt,66,67,CDM
9539,D. Fox,158902,31,Scotland,66,66,LB
9540,J. Mæhle,234678,20,Denmark,66,75,RB
9541,K. Tokura,237750,31,Japan,66,66,ST
9542,S. Alami,240054,24,Morocco,66,71,LM
9543,P. Hanlon,189110,27,Scotland,66,68,CB
9544,H. Dahmani,204727,29,Germany,66,66,LM
9545,T. Umesaki,232375,30,Japan,66,66,RM
9546,F. Knudsen,238263,20,Norway,66,78,CB
9547,N. Thompson,192695,26,England,66,67,RB
9548,I. Salah,203704,30,Egypt,66,66,CM
9549,J. Zuluaga,214200,24,Colombia,66,72,RB
9550,A. Boljević,215480,21,Montenegro,66,74,LM
9551,S. Moore,232120,20,United States,66,76,CB
9552,J. Elliott,238008,21,England,66,72,CB
9553,M. Ranégie,179896,33,Sweden,66,66,ST
9554,C. Klem,188856,26,Austria,66,69,LM
9555,A. Martin,198073,27,England,66,67,CB
9556,D. Miloc,215993,26,Argentina,66,70,CM
9557,J. Nadeau,219833,22,France,66,74,RB
9558,J. Cano,222393,34,Colombia,66,66,RB
9559,N. Adams,166841,30,Wales,66,66,CAM
9560,A. Sigurðarson,233401,23,Iceland,66,73,LW
9561,L. Van Eenoo,184249,26,Belgium,66,68,CAM
9562,M. Donati,1210,36,Italy,66,66,CB
9563,R. Kazior,137658,34,Germany,66,66,CAM
9564,A. Cherevko,215994,29,Russia,66,66,RM
9565,L. Carteldo,159930,29,Chile,66,66,CB
9566,L. James,173498,29,Wales,66,66,CDM
9567,Ricardo Santos,183994,30,Brazil,66,66,ST
9568,J. Placide,178363,29,Haiti,66,66,GK
9569,Y. Thuram,184763,28,France,66,68,GK
9570,C. Edwards,204220,23,England,66,72,RB
9571,J. Willis,206524,22,England,66,75,RB
9572,A. Bell,207804,23,England,66,75,LB
9573,C. Lema,215228,26,Argentina,66,69,CB
9574,D. Crowley,224956,19,England,66,75,CM
9575,Y. Mutō,232380,28,Japan,66,66,ST
9576,O. Vera,186300,31,Mexico,66,66,LB
9577,L. Hufnagel,211901,23,Georgia,66,72,LM
9578,M. Zappino,177341,36,Brazil,66,66,GK
9579,R. Lentini,191165,28,Argentina,66,66,ST
9580,N. Lomb,210366,23,Germany,66,71,GK
9581,J. McLaughlin,188094,28,Scotland,66,67,GK
9582,S. Ernemann,142271,35,Denmark,66,66,CDM
9583,M. Lundemo,221631,23,Norway,66,74,CM
9584,B. Konaté,231103,21,France,66,73,CDM
9585,C. McCann,166847,29,Republic of Ireland,66,66,LB
9586,F. Neuhaus,234943,20,Germany,66,78,CM
9587,R. Norodien,235199,22,South Africa,66,72,LW
9588,A. Crognale,236991,22,United States,66,74,CB
9589,O. Bozanic,179903,28,Australia,66,66,CDM
9590,A. Blanco,183743,29,Mexico,66,66,GK
9591,Kwak Kwang Sun,191679,31,Korea Republic,66,66,LB
9592,M. Pfitzner,203456,32,Germany,66,66,CB
9593,R. Fiamozzi,210880,24,Italy,66,72,RB
9594,L. Lezzerini,219584,22,Italy,66,76,GK
9595,R. Vloet,221120,22,Netherlands,66,71,ST
9596,I. Depe,223424,24,Turkey,66,69,RM
9597,J. Elías,231360,21,Argentina,66,74,CM
9598,M. Sáček,239808,20,Czech Republic,66,79,CDM
9599,Zhao Mingjian,182464,29,China PR,66,66,RM
9600,A. Osman,184768,30,Ghana,66,66,CDM
9601,D. Wotherspoon,193728,27,Scotland,66,66,LM
9602,F. Boli,206529,23,Ivory Coast,66,71,ST
9603,J. McGinn,210881,22,Scotland,66,73,LM
9604,B. Traoré,212161,24,France,66,70,CB
9605,T. Høgli,148673,33,Norway,66,66,LB
9606,R. Mulumba,200130,24,DR Congo,66,73,CDM
9607,M. Høibråten,206530,22,Norway,66,75,CB
9608,M. Domínguez,235714,17,Mexico,66,75,LM
9609,K. Nolan,51394,35,England,66,66,CAM
9610,J. Magennis,186562,26,Northern Ireland,66,67,ST
9611,W. Owusu,200387,27,Ghana,66,66,ST
9612,Z. Ismail,202179,23,England,66,72,RM
9613,A. Al Salem,211395,24,Saudi Arabia,66,72,CDM
9614,L. Guwara,232643,21,Germany,66,74,LB
9615,M. Musaka,237763,26,Japan,66,66,CM
9616,M. Sarr,212420,23,France,66,72,CB
9617,C. Monschein,232900,24,Austria,66,70,ST
9618,A. Harris,146373,32,St Kitts Nevis,66,66,LB
9619,L. Crecco,213957,21,Italy,66,76,LM
9620,D. Charles,166853,29,England,66,66,LB
9621,R. Riski,202182,27,Finland,66,66,ST
9622,D. Batubinsika,239814,21,France,66,74,CB
9623,J. Mansilla,215239,30,Argentina,66,66,LM
9624,B. Parlak,222151,27,Turkey,66,67,CB
9625,O. Rodríguez,229831,20,Mexico,66,77,LB
9626,Pedrinho,186823,32,Portugal,66,66,LB
9627,J. Enríquez,198600,26,Mexico,66,69,CB
9628,Park Jin Po,202952,29,Korea Republic,66,66,RM
9629,E. Alushi,158664,31,Kosovo,66,66,CAM
9630,P. Lezceno,159944,33,Chile,66,66,RB
9631,R. Feczesin,184520,31,Hungary,66,66,ST
9632,César Ortiz,190152,28,Spain,66,67,CB
9633,A. Doffo,228809,22,Argentina,66,75,CAM
9634,M. Stevanović,235977,21,Serbia,66,77,CB
9635,O. Azubuike,239049,20,Nigeria,66,76,CM
9636,Leandrinho,184009,31,Brazil,66,66,ST
9637,J. Obika,190665,26,England,66,67,ST
9638,J. Amoah,228810,22,Ghana,66,76,CM
9639,B. Carroll,137163,35,United States,66,66,CDM
9640,A. Russo,137419,30,Italy,66,66,CB
9641,A. Busteño,160203,33,Chile,66,66,CDM
9642,H. Otani,232907,32,Japan,66,66,CDM
9643,R. Şimşek,192971,26,Turkey,66,68,RM
9644,J. Nilsen,198604,26,Norway,66,69,CM
9645,Kim Dong Woo,201932,29,Korea Republic,66,66,CB
9646,L. Miranda,214988,23,Argentina,66,74,RM
9647,A. Imperiale,216012,30,Argentina,66,66,CB
9648,Rafa Mir,231628,19,Spain,66,75,RM
9649,A. Barada,232908,26,Japan,66,69,CAM
9650,O. Sissoko,181452,29,Mali,66,67,GK
9651,C. Lykogiannis,210381,23,Greece,66,72,LB
9652,S. Hertner,216269,26,Germany,66,69,LM
9653,A. Þrándarson,226509,22,Iceland,66,72,ST
9654,C. Warner,198094,29,United States,66,66,CDM
9655,T. Guerbert,204238,28,France,66,66,RM
9656,J. McCarthy,215758,21,England,66,78,CB
9657,J. Wright,166862,31,England,66,66,CB
9658,J. Adelalla,160207,33,Chile,66,66,CM
9659,M. Mustacchio,184527,28,Italy,66,66,ST
9660,T. Vion,207824,23,France,66,72,ST
9661,L. Sekulski,229072,26,Poland,66,68,ST
9662,J. Calesti,160209,29,Chile,66,66,LM
9663,M. Guevgeozián,232657,31,Armenia,66,66,ST
9664,G. Viscarra,236241,24,Bolivia,66,71,GK
9665,J. Dem,238801,24,Germany,66,69,CB
9666,I. Lapshov,240081,18,Russia,66,68,CB
9667,B. Mason,234706,19,England,66,80,LB
9668,P. Türpitz,238802,25,Germany,66,67,ST
9669,A. Ateef,180690,34,Saudi Arabia,66,66,RM
9670,T. Çamdal,193746,26,Turkey,66,67,LB
9671,G. Halford,139475,32,England,66,66,RB
9672,Eddy,206035,24,Azerbaijan,66,72,CM
9673,B. Ould-Chikh,221907,19,Morocco,66,73,RW
9674,Pedro Monteiro,227539,23,Portugal,66,73,CB
9675,R. Schiavi,168403,31,Italy,66,66,CB
9676,F. Ondoa,212948,21,Cameroon,66,78,GK
9677,D. Sallói,232148,20,Hungary,66,75,LW
9678,K. Yamamura,237780,27,Japan,66,67,CB
9679,B. Jayiya,239572,27,South Africa,66,66,ST
9680,J. Huyghebaert,182228,28,Belgium,66,66,CB
9681,E. Bush,206549,31,United States,66,66,GK
9682,N. De Schutter,212949,28,Belgium,66,66,LB
9683,C. Flórez,219861,22,Colombia,66,76,CB
9684,B. Youssouf,223445,23,France,66,72,RB
9685,T. Ebuehi,224213,21,Nigeria,66,72,RB
9686,C. Özdemir,234453,24,Turkey,66,68,LM
9687,C. Knasmüllner,200918,25,Austria,66,71,CAM
9688,A. Hadouir,137686,34,Netherlands,66,66,RM
9689,M. Al Fatil,210134,25,Saudi Arabia,66,72,CB
9690,O. Ejaria,236246,19,England,66,81,CM
9691,J. Acquistapace,197079,28,Germany,66,67,RB
9692,G. Long,202199,23,England,66,76,GK
9693,J. Grimmer,205015,23,Scotland,66,72,RWB
9694,J. Bandowski,216535,23,Germany,66,73,LM
9695,M. Pennington,216791,22,England,66,76,RB
9696,N. Ferreira,51159,35,Portugal,66,66,CM
9697,D. Stahl,198104,28,Germany,66,66,CM
9698,F. Koch,199384,28,Austria,66,66,RB
9699,R. McLaughlin,210392,22,Northern Ireland,66,74,RB
9700,R. Saravia,215256,24,Argentina,66,72,RB
9701,M. Goblet,216280,22,Belgium,66,72,GK
9702,Alain Oyarzun,221144,23,Spain,66,72,LM
9703,D. Claasen,198873,27,South Africa,66,66,CAM
9704,J. Jeggo,203225,25,Australia,66,70,CM
9705,M. Restrepo,214489,36,Colombia,66,66,CDM
9706,R. Gartler,158937,31,Austria,66,66,ST
9707,R. Cierzniak,162265,34,Poland,66,66,GK
9708,Pité,235225,22,Portugal,66,73,LB
9709,L. Gugganig,228058,22,Austria,66,74,CB
9710,A. Hayashi,197851,30,Japan,66,66,GK
9711,A. Donnarumma,201179,26,Italy,66,70,GK
9712,K. Bakırcıoğlu,20699,36,Sweden,66,66,CAM
9713,C. Eiting,234203,19,Netherlands,66,77,CDM
9714,M. Çelik,223452,27,Turkey,66,66,ST
9715,A. Gomis,234972,25,Senegal,66,71,ST
9716,A. Juel Andersen,205533,26,Denmark,66,69,RB
9717,L. Quintana,210653,25,Mexico,66,68,CB
9718,Moi Delgado,220637,23,Spain,66,73,LB
9719,A. Sebrino,160221,25,Chile,66,66,ST
9720,Victor Massaia,237533,25,Brazil,66,68,CB
9721,M. Dembélé,190685,28,Mali,66,66,ST
9722,H. Hansson,198622,24,Faroe Islands,66,69,CM
9723,M. Appiah,200158,29,Germany,66,66,RB
9724,Sin Se Gye,202974,26,Korea Republic,66,67,RM
9725,J. Giraudon,208862,25,France,66,72,CDM
9726,K. Opare,212958,26,United States,66,67,CB
9727,H. Cummings,217054,25,Panama,66,71,CB
9728,H. Yılmaz,234462,33,Turkey,66,66,GK
9729,C. O'Grady,138719,31,England,66,66,ST
9730,T. Kløve,205535,26,Denmark,66,67,CM
9731,João Silva,220127,27,Portugal,66,67,ST
9732,F. Alashe,226783,23,United States,66,71,CB
9733,S. Bakış,230623,23,Turkey,66,73,RM
9734,N. Solís,234463,23,Argentina,66,75,LW
9735,J. Shaughnessy,198624,24,Republic of Ireland,66,72,RB
9736,D. Petratos,202208,24,Australia,66,69,CM
9737,M. Boman,207584,28,Sweden,66,66,ST
9738,D. Dervite,184288,28,France,66,66,CB
9739,I. Furios,143073,38,Argentina,66,66,RB
9740,A. Ricaurte,214497,25,Colombia,66,70,CM
9741,R. Lindkvist,221665,27,Sweden,66,67,LWB
9742,S. Davis,226273,24,United States,66,73,RM
9743,João Góis,229601,27,Portugal,66,67,RB
9744,Raí,236001,19,Brazil,66,79,LW
9745,D. Rowe,192481,25,England,66,69,LM
9746,T. Flanagan,194785,25,Northern Ireland,66,70,RB
9747,Diego Maurício,199394,26,Brazil,66,67,ST
9748,I. Kireev,199906,25,Russia,66,69,RWB
9749,L. Thompson,206562,22,Wales,66,74,CM
9750,L. Mulholland,221666,28,England,66,66,CDM
9751,Hildeberto Pereira,231394,21,Portugal,66,78,RM
9752,P. Hoffmann,238562,25,Germany,66,68,RM
9753,E. Butin,188386,29,France,66,66,ST
9754,A. O'Brien,203491,23,Republic of Ireland,66,73,ST
9755,J. Holt,206563,24,Scotland,66,70,CM
9756,I. Runje,208099,26,Croatia,66,68,CB
9757,M. Al Harbi,210147,29,Saudi Arabia,66,66,LB
9758,W. Pacheco,224995,22,Colombia,66,74,RB
9759,N. Birones,159972,33,Chile,66,66,CAM
9760,L. Damour,189412,26,France,66,70,CM
9761,T. Schrammel,193252,29,Austria,66,66,LM
9762,P. Pervan,199909,29,Austria,66,68,GK
9763,S. Bradley,203749,25,England,66,70,CB
9764,M. Jeannin,204773,26,Algeria,66,70,GK
9765,T. Kemp,212709,26,United States,66,67,LB
9766,David Raya,220901,21,Spain,66,76,GK
9767,M. de Jong,164581,30,Canada,66,66,CDM
9768,N. Boogaard,181477,30,Australia,66,66,CB
9769,S. Gündüz,206054,23,Germany,66,71,RW
9770,A. Uryga,208614,23,Poland,66,68,CDM
9771,J. Coppinger,151270,36,England,66,66,LM
9772,Kim Gun Hee,231910,22,Korea Republic,66,72,ST
9773,A. Nordin,236518,19,France,66,78,LW
9774,J. Willis,202215,28,United States,66,68,GK
9775,F. Heerkens,215527,27,Netherlands,66,66,CDM
9776,I. Jarano,159975,33,Chile,66,66,LM
9777,F. Azemi,228327,25,Norway,66,71,RW
9778,M. McGlinchey,169447,30,New Zealand,66,66,CM
9779,Z. Ljubijankič,176103,33,Slovenia,66,66,ST
9780,J. Martínez,179687,30,Mexico,66,66,RB
9781,Fernando,205288,27,Spain,66,70,GK
9782,Kim Dae Ho,202985,29,Korea Republic,66,66,LB
9783,K. Risgård,138729,34,Denmark,66,66,CM
9784,F. Cardozo,219625,22,Argentina,66,72,LB
9785,D. Londoño,223721,22,Colombia,66,76,LB
9786,N. Trujic,241129,25,Serbia,66,70,ST
9787,F. Cuvelier,199658,24,Belgium,66,71,CAM
9788,Gerson,202730,25,Brazil,66,69,CB
9789,N. Avellaneda,214762,24,Argentina,66,74,GK
9790,Y. Boé-Kane,215786,26,France,66,70,CM
9791,V. Rosier,234730,20,France,66,72,RB
9792,Borja Herrera,235754,24,Spain,66,71,LM
9793,Paolo Fernandes,223979,18,Spain,66,79,LM
9794,T. Nakamura,232683,27,Japan,66,66,LM
9795,M. Gardyne,169451,31,Scotland,66,66,RM
9796,A. Wildig,193771,25,England,66,70,RM
9797,C. Pérez,214508,31,Colombia,66,66,CB
9798,D. Mignanelli,229868,24,Italy,66,70,LB
9799,O. Haddadi,237548,25,Tunisia,66,71,LWB
9800,C. Davies,179692,31,United States,66,66,ST
9801,J. Forster-Caskey,199917,23,England,66,75,CDM
9802,U. Zeybek,226541,22,Turkey,66,75,CM
9803,Tropi,227565,22,Spain,66,73,CAM
9804,E. Mbende,231405,21,Germany,66,73,CB
9805,K. Kawamata,232429,27,Japan,66,67,ST
9806,Abel Gómez,111085,35,Spain,66,66,CDM
9807,L. Holmes,53741,30,England,66,66,LM
9808,F. Helstrup,205038,24,Denmark,66,73,CB
9809,L. Mosquera,214510,28,Colombia,66,66,LB
9810,S. Scougall,221934,24,Scotland,66,72,LW
9811,M. Jiménez,169198,36,Mexico,66,66,CM
9812,Luisinho,235502,26,Brazil,66,67,ST
9813,H. Koffi,239342,20,Burkina Faso,66,77,GK
9814,D. Post,199407,28,Netherlands,66,66,CM
9815,T. Gabuza,211439,29,South Africa,66,66,ST
9816,T. Albutat,215279,24,Germany,66,73,CDM
9817,T. Ephestion,237551,22,France,66,75,CM
9818,M. Thiel,211952,24,Germany,66,72,LM
9819,H. Hauger,148720,31,Norway,66,66,CM
9820,Kim Chang Soo,176368,31,Korea Republic,66,66,RWB
9821,M. Rosales,143601,36,Argentina,66,66,RM
9822,B. Kuipers,217585,22,Netherlands,66,71,CB
9823,K. Nagasawa,221425,25,Japan,66,67,CDM
9824,S. Abdul-Salaam,226801,25,United States,66,69,LB
9825,S. Cummings,169713,28,Jamaica,66,66,LB
9826,Brahim Díaz,231410,17,Spain,66,85,LW
9827,K. Taketomi,232946,26,Japan,66,67,ST
9828,Cleylton Santos,240114,24,Brazil,66,70,CB
9829,D. Jaković,191218,31,Canada,66,66,CB
9830,A. Chicksen,189171,25,England,66,69,LM
9831,N. Miatke,194035,27,Germany,66,67,LM
9832,B. Dabanli,212980,27,Turkey,66,69,CDM
9833,M. Fortuné,158196,35,France,66,66,ST
9834,D. Dražić,230132,21,Serbia,66,76,LW
9835,M. El Hankouri,234740,20,Morocco,66,78,RM
9836,R. Koch,236532,20,Germany,66,76,CDM
9837,K. Madsen,178164,28,Norway,66,66,CB
9838,R. Cornthwaite,181492,31,Australia,66,66,CB
9839,M. O'Connor,169461,29,Northern Ireland,66,66,CM
9840,P. Kammerbauer,235253,20,Germany,66,78,CDM
9841,A. Fadlalla,239861,23,Qatar,66,72,LWB
9842,J. Valdez Chamorro,214774,23,Argentina,66,73,CM
9843,A. Ligi,189942,27,Italy,66,66,LB
9844,S. Ringstad,190454,25,Norway,66,69,LB
9845,S. Sukharev,223479,30,Russia,66,66,LB
9846,J. Pardaneos,159991,25,Chile,66,66,LM
9847,M. Könnecke,200952,28,Germany,66,66,ST
9848,D. Henry,201208,24,Canada,66,72,CB
9849,Y. Baraye,220152,25,Senegal,66,68,ST
9850,Sergi Guardiola,229624,26,Spain,66,69,ST
9851,S. Şahin-Radlinger,193272,24,Austria,66,70,GK
9852,D. Lopar,139257,32,Switzerland,66,66,GK
9853,N. Ansell,205049,23,Australia,66,72,CB
9854,J. Bègue,221177,23,France,66,72,LM
9855,L. Geminiani,232697,26,Argentina,66,69,LB
9856,Pedro Pinto,235257,22,Portugal,66,70,RB
9857,A. Nordvik,177657,30,Norway,66,66,LB
9858,F. Coppola,7674,39,Italy,66,66,GK
9859,V. Agardius,208122,27,Sweden,66,67,LB
9860,A. Tamèze,213242,23,France,66,76,CDM
9861,G. Venegas,169210,33,Mexico,66,66,RB
9862,B. Riise,52474,34,Norway,66,66,RB
9863,K. Vermeulen,223227,26,Netherlands,66,68,CAM
9864,R. Cisneros,225019,20,Mexico,66,79,ST
9865,Benito,235515,21,Spain,66,78,CAM
9866,Ko Moo Yeol,202748,26,Korea Republic,66,66,LW
9867,D. Remick,212732,26,United States,66,68,LB
9868,Jallyson Neto,233980,25,Brazil,66,66,LB
9869,T. Socha,188924,29,Poland,66,66,RB
9870,G. Beretta,200701,25,Italy,66,70,RW
9871,Rochinha,222461,22,Portugal,66,74,LM
9872,M. Rosheuvel,209662,26,Netherlands,66,66,RM
9873,S. Saad,202495,24,Lebanon,66,69,LW
9874,T. Danneberg,176383,31,Germany,66,66,CM
9875,H. Mojica,214016,24,Colombia,65,69,CAM
9876,P. Robinson,163584,35,England,65,65,CB
9877,C. Martins Pereira,232192,20,Luxembourg,65,77,CB
9878,O. Bogle,234496,23,England,65,72,ST
9879,G. Hendrickx,228353,22,Belgium,65,71,LM
9880,Ko Tae Won,232193,24,Korea Republic,65,73,CB
9881,Carbonell,235521,19,Spain,65,76,CAM
9882,S. Konde,235777,24,Guinea,65,72,CB
9883,A. Fernández,188417,31,Uruguay,65,65,CDM
9884,C. Hussey,196353,28,England,65,65,LB
9885,J. Chunga,214274,25,Colombia,65,69,GK
9886,M. Perez,216834,26,France,65,66,CDM
9887,Y. Meité,233730,21,Ivory Coast,65,77,RW
9888,C. Früchtl,235266,17,Germany,65,86,GK
9889,Francis,240898,21,Spain,65,74,RM
9890,D. Giorico,201219,25,Italy,65,69,CM
9891,W. Creavalle,207619,26,Guyana,65,67,CDM
9892,D. Giraldo,214019,25,Colombia,65,71,CDM
9893,A. Considine,156675,30,Scotland,65,65,CB
9894,T. Kanamori,232963,23,Japan,65,73,LW
9895,E. Chirambadare,234755,25,Zimbabwe,65,68,RW
9896,Bebeto,239875,27,Brazil,65,65,RB
9897,C. Menz,191235,28,Germany,65,65,RB
9898,O. Gaona Lugo,200196,26,Paraguay,65,65,ST
9899,H. Zeinstra,205572,27,Netherlands,65,67,GK
9900,I. Toney,212228,21,England,65,77,ST
9901,No Dong Geon,221700,25,Korea Republic,65,70,GK
9902,N. Topor-Stanley,180740,32,Australia,65,65,CB
9903,P. Rojas,229381,25,Colombia,65,67,ST
9904,G. Saunders,199686,28,England,65,65,CM
9905,Palatsí,200710,29,Spain,65,67,GK
9906,H. Toffolo,206086,21,England,65,75,LWB
9907,A. Tapia,214534,30,Colombia,65,65,CAM
9908,C. Colkett,225542,20,England,65,75,CDM
9909,Y. Hiraoka,232454,31,Japan,65,65,CB
9910,M. Zajc,233478,23,Slovenia,65,74,CM
9911,K. Enghardt,234502,25,Denmark,65,70,CM
9912,T. Pope,177414,31,England,65,65,ST
9913,O. Custodio,218887,22,Switzerland,65,75,CB
9914,P. Strand,222215,22,Norway,65,73,LM
9915,B. Cascini,232712,20,Argentina,65,77,CDM
9916,J. Naismith,205321,23,Scotland,65,73,RB
9917,M. Pazurek,211721,28,Germany,65,66,CM
9918,K. Dempsey,221705,21,England,65,76,LM
9919,L. Nilsson,156681,35,Sweden,65,65,ST
9920,C. Sloth,194569,25,Denmark,65,69,CAM
9921,Diney,221706,22,Cape Verde,65,76,CB
9922,Suh Myeong Won,221962,22,Korea Republic,65,75,LW
9923,Kainho Selva,233994,29,Brazil,65,65,RB
9924,W. Moke,189962,29,Congo,65,65,CB
9925,R. Foster,138251,31,Scotland,65,65,LB
9926,M. Asenjo,223499,22,Argentina,65,72,ST
9927,E. Bugge Pettersen,52491,37,Norway,65,65,GK
9928,A. Oueslati,211212,25,Tunisia,65,68,RB
9929,C. Amaya,214028,26,Colombia,65,67,ST
9930,M. Schulz,223756,22,Germany,65,77,CDM
9931,P. Jaroszyński,219661,22,Poland,65,72,LB
9932,A. Baluta,239117,23,Romania,65,71,RM
9933,V. Jugović,231950,27,Croatia,65,65,CAM
9934,Lucas Possignolo,238862,23,Brazil,65,72,CB
9935,B. Tiru,239118,23,Romania,65,72,CB
9936,Carles Pérez,240654,19,Spain,65,78,LW
9937,L. Leahy,239119,24,England,65,70,LM
9938,D. Vrzogic,177679,27,Germany,65,65,LM
9939,S. Francis,198160,30,Jamaica,65,65,LM
9940,D. Pedersen,205072,24,Denmark,65,70,CM
9941,M. Ihiekwe,205584,24,England,65,74,RB
9942,R. Burke,221456,20,England,65,78,RB
9943,A. Rodríguez,226576,24,Colombia,65,72,RW
9944,S. Mauk,212753,21,Australia,65,73,RW
9945,Óscar Whalley,220433,23,Spain,65,70,GK
9946,D. Lovitz,221713,25,United States,65,65,LM
9947,José Kanté,232209,26,Guinea,65,66,ST
9948,M. Solheim,190481,29,Norway,65,65,RB
9949,R. Andrich,212242,22,Germany,65,75,CDM
9950,Henrique Jardinel,230418,29,Brazil,65,65,CM
9951,M. Richards,53778,34,England,65,65,ST
9952,M. Sansores,197907,26,Mexico,65,66,ST
9953,V. Ranković,212243,24,Germany,65,71,RM
9954,J. Martínez,214035,23,Colombia,65,71,GK
9955,B. Gimber,228883,20,Germany,65,78,CB
9956,I. Faye,230931,24,Senegal,65,68,LM
9957,A. Nef,49939,35,Switzerland,65,65,CB
9958,S. Tritz,184083,30,France,65,65,RB
9959,B. Inman,190995,25,Australia,65,67,LW
9960,J. Kiesewetter,211988,24,United States,65,70,RM
9961,C. Lenz,212244,22,Germany,65,72,LB
9962,S. Sawadogo,219668,24,Burkina Faso,65,68,ST
9963,E. Zverotić,158228,30,Montenegro,65,65,RB
9964,A. Figuera,228116,27,Venezuela,65,66,CM
9965,J. Kusukami,232724,29,Japan,65,65,CAM
9966,Tomás Nuninho,234004,33,Brazil,65,65,CDM
9967,Carlos Henriques,238868,23,Portugal,65,70,GK
9968,N. Dumitru,200981,25,Italy,65,65,ST
9969,P. Pentke,156437,32,Germany,65,65,GK
9970,B. Bellot,222485,26,Germany,65,66,GK
9971,S. Gasanov,229653,23,Russia,65,74,CM
9972,C. Andriamahitsinoro,239637,27,Madagascar,65,65,ST
9973,F. Nouble,193557,25,England,65,68,LM
9974,C. Wernitznig,202518,27,Austria,65,65,RM
9975,M. Al Bishi,208918,30,Saudi Arabia,65,65,CB
9976,D. Björnquist,221206,28,Sweden,65,65,RB
9977,F. Kurto,193302,26,Poland,65,67,GK
9978,C. Reilly,207639,23,Republic of Ireland,65,73,CDM
9979,T. Wendel,207895,28,Germany,65,65,CB
9980,I. Chebake,223511,27,Morocco,65,66,LB
9981,A. Esposito,164375,31,Italy,65,65,CB
9982,F. Lohkemper,212248,22,Germany,65,72,ST
9983,S. Clémence,223512,29,France,65,65,ST
9984,C. Fagan,186136,28,Republic of Ireland,65,65,ST
9985,L. Burliga,193304,29,Poland,65,65,RB
9986,S. Luna,214809,29,Argentina,65,65,CM
9987,G. Pezzella,230681,19,Italy,65,78,LM
9988,L. Bailly,122649,31,Belgium,65,65,GK
9989,B. Adjei-Boateng,210970,23,Ghana,65,74,CDM
9990,N. Poulsen,213530,23,Denmark,65,71,CM
9991,K. Londoño,231706,23,Colombia,65,73,RM
9992,C. Kammlott,238618,27,Germany,65,65,LW
9993,D. Mendoza,219931,24,Argentina,65,72,ST
9994,R. Hayasaka,232731,31,Japan,65,65,CAM
9995,J. Husband,205596,23,England,65,70,LB
9996,N. Tkalčić,207644,27,Croatia,65,65,LB
9997,P. Salomon,199197,29,Austria,65,65,RM
9998,M. Schulze Niehues,200989,28,Germany,65,65,GK
9999,M. Friedrich,222493,21,Germany,65,75,RB
10000,A. Al Enezi,208926,26,Saudi Arabia,65,66,GK
10001,P. Hatzidiakos,229150,20,Greece,65,74,CB
10002,Peter Abradanel,230174,29,Brazil,65,65,GK
10003,J. Makengo,230686,19,France,65,81,CAM
