,Name,ID,Age,Nationality,primary_pos,Overall,Potential,Salary,Club
8574,G. Herrera,215251,25,Argentina,GK,67,71,6000,Talleres de Cordoba
8575,D. Arce,231891,25,Argentina,LW,67,67,8000,Unión de Santa Fe
8576,R. Müller,177107,30,Germany,CDM,67,67,1000,VfR Aalen
8577,A. Woźniak,201172,27,Poland,ST,67,67,6000,Zagłębie Lubin
8578,M. Sao,219604,27,France,LM,67,67,6000,FC Sochaux-Montbéliard
8579,Julinho,202453,30,Brazil,CAM,67,67,4000,Hokkaido Consadole Sapporo
8580,P. Diop,226773,19,Spain,RW,67,80,18000,Olympique Lyonnais
8581,Unai Simón,230869,20,Spain,GK,67,80,7000,Athletic Club de Bilbao
8582,R. Söder,189141,26,Sweden,CAM,67,69,10000,Sporting Lokeren
8583,Jairo Morillas,206038,23,Spain,ST,67,72,15000,RCD Espanyol
8584,C. Grant,216790,22,England,RM,67,77,42000,Crewe Alexandra
8585,R. Krauße,232406,23,Germany,CM,67,72,1000,SC Paderborn 07
8586,H. Duljević,240342,23,Bosnia Herzegovina,LM,67,74,8000,SG Dynamo Dresden
8587,Lim Chai Min,212439,26,Korea Republic,CB,67,69,3000,Sangju Sangmu FC
8588,A. Kann,213719,26,United States,GK,67,68,4000,Atlanta United FC
8589,Rafael Amorim,221911,29,Brazil,CB,67,67,4000,Tondela
8590,M. Sonnleitner,158167,30,Austria,CB,67,67,13000,SK Rapid Wien
8591,Z. Ondrášek,189655,28,Czech Republic,ST,67,67,6000,Wisła Kraków
8592,A. Matuschyk,192471,28,Poland,CDM,67,67,6000,Zagłębie Lubin
8593,J. Verhoek,202456,28,Netherlands,ST,67,67,13000,1. FC Heidenheim
8594,B. Verboom,206040,25,Belgium,LB,67,69,9000,KV Kortrijk
8595,T. Boyd,211672,22,New Zealand,LW,67,72,6000,Tondela
8596,P. Joosten,228568,21,Netherlands,LW,67,74,7000,FC Utrecht
8597,W. van der Steen,234712,27,Netherlands,GK,67,69,5000,SC Heerenveen
8598,A. Danch,180440,29,Poland,CB,67,67,6000,Arka Gdynia
8599,L. Koopmans,202457,24,Netherlands,GK,67,72,6000,PSV
8600,T. Akindele,221657,25,Canada,LM,67,69,6000,FC Dallas
8601,R. van der Meer,224217,22,Netherlands,LB,67,72,6000,FC Utrecht
8602,G. Maldanada,159961,29,Chile,CDM,67,67,3000,San Luis de Quillota
8603,J. Leborgne,229849,21,France,RB,67,79,11000,SM Caen
8604,M. Abdellaoue,190425,28,Norway,ST,67,67,4000,Aalesunds FK
8605,Q. Amarikwa,190937,29,United States,ST,67,67,6000,San Jose Earthquakes
8606,Y. van Nieff,208602,24,Netherlands,LB,67,71,6000,FC Groningen
8607,Campins,220122,22,Spain,RB,67,75,4000,CF Reus Deportiu
8608,Y. Kasim,190682,26,Iraq,CDM,67,68,6000,Northampton Town
8609,M. Power,200667,23,England,RM,67,72,8000,Wigan Athletic
8610,I. Provedel,224987,23,Italy,GK,67,73,2000,Empoli
8611,C. Avinel,179931,30,France,CB,67,67,4000,AC Ajaccio
8612,J. Kalla,184283,30,Germany,LM,67,67,10000,FC St. Pauli
8613,S. Chhetri,190939,32,India,ST,67,67,0,
8614,Bicho,213724,21,Spain,LM,67,75,10000,RC Deportivo de La Coruña
8615,M. Parensen,158172,31,Germany,CDM,67,67,17000,1. FC Union Berlin
8616,Rodrigo Tarín,228828,20,Spain,CDM,67,75,4000,FC Barcelona B
8617,J. Attamah,234716,23,Ghana,CB,67,74,12000,İstanbul Başakşehir FK
8618,N. Ngamaleu,235996,22,Cameroon,RM,67,74,13000,BSC Young Boys
8619,B. Shuttleworth,193244,30,United States,GK,67,67,4000,Minnesota Thunder
8620,L. Schweers,238557,21,Germany,CB,67,74,1000,SC Preußen Münster
8621,Álvaro,189661,26,Spain,CAM,67,70,8000,AD Alcorcón
8622,V. Dyadyun,193245,28,Russia,LM,67,67,22000,FC Rostov
8623,I. Bulos,211422,24,Peru,ST,67,71,5000,Boavista FC
8624,D. Pratley,156894,32,England,CM,67,67,21000,Bolton Wanderers
8625,Joel,235486,25,Portugal,LB,67,71,5000,Estoril Praia
8626,Marco Pinto,171743,29,Portugal,GK,67,67,6000,CD Aves
8627,Licá,184031,28,Portugal,LW,67,67,8000,Granada CF
8628,C. Goodwin,209888,25,Australia,LW,67,70,8000,Sparta Rotterdam
8629,João Nunes,231392,21,Portugal,CB,67,76,4000,Lechia Gdańsk
8630,L. McCormick,111328,33,England,GK,67,67,5000,Plymouth Argyle
8631,R. Köse,189920,29,Turkey,GK,67,67,7000,Kasimpaşa SK
8632,V. Galiulin,194528,29,Uzbekistan,RM,67,67,14000,FC Tosno
8633,Q. Antipas,196064,33,Zimbabwe,ST,67,67,8000,Hobro IK
8634,R. Towell,202465,25,Republic of Ireland,CDM,67,69,25000,Rotherham United
8635,Lee Jong Sung,202977,24,Korea Republic,CM,67,71,5000,Suwon Samsung Bluewings
8636,F. Torres,139489,34,Mexico,CDM,67,67,6000,Puebla
8637,M. Tičinović,208097,25,Croatia,RB,67,69,8000,Sporting Lokeren
8638,J. Mondragón,225505,22,Colombia,RB,67,77,5000,Puebla
8639,M. Rizzi,238561,29,Germany,CM,67,67,1000,SC Preußen Münster
8640,B. Labeau,239329,21,France,ST,67,77,10000,Amiens SC Football
8641,F. Cubero,142818,38,Argentina,RB,67,67,6000,Vélez Sarsfield
8642,G. Aguirre,143586,35,Argentina,CB,67,67,5000,Temperley
8643,R. Mirzov,223458,24,Russia,LW,67,70,17000,FC Tosno
8644,José Semedo,172258,32,Portugal,CM,67,67,5000,Vitória Setúbal
8645,M. Stoll,137699,34,Germany,CB,67,67,1000,Karlsruher SC
8646,G. Papunashvili,239331,21,Georgia,CAM,67,76,6000,Real Zaragoza
8647,F. Duplus,188387,27,France,LB,67,68,6000,RC Lens
8648,A. Masi,209636,24,Italy,CB,67,72,3000,La Spezia
8649,K. Fisker,221924,29,Denmark,CAM,67,67,13000,Brøndby IF
8650,M. Spelmann,172516,30,Denmark,ST,67,67,9000,Aarhus GF
8651,Eli Sabiá,184292,28,Brazil,CB,67,68,13000,Al Raed
8652,D. Diagné,213221,22,Senegal,CM,67,73,6000,KAS Eupen
8653,S. Zurbriggen,215013,27,Argentina,RB,67,69,10000,Club Atlético Lanús
8654,S. Vicerio,159973,25,Chile,RM,67,67,4000,Unión Española
8655,C. Seitz,179685,30,United States,GK,67,67,4000,FC Dallas
8656,A. Winter,184549,30,Switzerland,LM,67,67,10000,FC Zürich
8657,G. Moncur,201446,23,England,LM,67,74,7000,Barnsley
8658,D. Toledo,140262,35,Mexico,RM,67,67,21000,Puebla
8659,L. Azouni,206310,23,Tunisia,CDM,67,74,8000,KV Kortrijk
8660,C. O'Dowda,212454,22,Republic of Ireland,RM,67,76,22000,Bristol City
8661,E. Remedi,228838,22,Argentina,CM,67,77,7000,Banfield
8662,F. Herbers,232166,23,Germany,ST,67,71,5000,Philadelphia Union
8663,G. Páez,237542,27,Venezuela,RM,67,67,1000,Kaizer Chiefs
8664,L. Feeney,111590,31,England,LM,67,67,9000,Cardiff City
8665,J. Mendes,202727,26,France,RW,67,69,22000,Reading
8666,O. El Kabir,235239,25,Netherlands,LM,67,68,4000,Djurgårdens IF
8667,B. Burling,180455,32,United States,CB,67,67,5000,Colorado Rapids
8668,W. Jebor,225256,25,Liberia,ST,67,69,23000,Al Nassr
8669,Borja Domingo,229864,21,Spain,ST,67,75,12000,Levante UD
8670,Guilherme Finkler,183272,31,Brazil,ST,67,67,4000,Wellington Phoenix
8671,C. Tierney,190184,31,United States,LB,67,67,5000,New England Revolution
8672,L. Hyam,194792,25,England,CM,67,69,12000,Ipswich Town
8673,Lee Kyung Ryul,200681,29,Korea Republic,CB,67,67,3000,Sangju Sangmu FC
8674,L. MacLeod,210409,23,Scotland,CAM,67,75,22000,Brentford
8675,F. Evangelista,211433,25,Argentina,LB,67,71,12000,Boca Juniors
8676,O. Vásquez,212457,27,Colombia,CM,67,67,2000,Patriotas Boyacá FC
8677,J. Núñez,162025,34,Mexico,CM,67,67,12000,Club Tijuana
8678,Dudu,203242,26,Brazil,CAM,67,70,13000,Ohod Club
8679,W. Cosme,212458,32,Colombia,RW,67,67,2000,Deportivo Pasto
8680,V. Krotov,215275,24,Russia,RW,67,73,15000,FC Ufa
8681,P. Žulj,221931,24,Austria,CAM,67,70,11000,SK Sturm Graz
8682,M. Smith,203756,28,England,ST,67,67,19000,Queens Park Rangers
8683,M. Brečko,158444,33,Slovenia,RB,67,67,8000,1. FC Nürnberg
8684,S. Emaná,231148,23,Cameroon,LW,67,75,7000,Gimnàstic de Tarragona
8685,Toquero,170988,32,Spain,ST,67,67,7000,Real Zaragoza
8686,J. Simpson,184300,28,England,ST,67,67,6000,Philadelphia Union
8687,L. Bertone,211437,23,Switzerland,CDM,67,75,12000,BSC Young Boys
8688,N. Palacios,214509,25,Colombia,CM,67,72,1000,Alianza Petrolera
8689,Sergio Gil,225261,21,Spain,LM,67,75,4000,CD Lugo
8690,A. Katrich,226029,22,Russia,RM,67,75,17000,Dinamo Moscow
8691,D. Powers,212718,26,United States,CM,67,69,5000,Orlando City Soccer Club
8692,K. Friesenbichler,223214,23,Austria,ST,67,72,13000,FK Austria Wien
8693,B. Avileda,159982,25,Chile,CM,67,67,3000,San Luis de Quillota
8694,J. Monteiro,231150,23,Cape Verde,CM,67,74,6000,Heracles Almelo
8695,Cho Yong Hyung,165870,33,Korea Republic,CB,67,67,4000,Jeju United FC
8696,A. Mallé,237294,19,Mali,CM,67,80,9000,Udinese
8697,K. Luijckx,178414,31,Netherlands,CB,67,67,8000,SønderjyskE
8698,S. Warnock,53998,35,England,LWB,67,67,5000,Burton Albion
8699,H. Cid,216303,25,Mexico,CM,67,69,5000,Tiburones Rojos de Veracruz
8700,S. Štefánik,220143,25,Slovakia,CM,67,71,5000,Termalica Bruk-Bet Nieciecza
8701,A. Dercho,188399,30,Germany,LB,67,67,1000,VfL Osnabrück
8702,Manu,157168,33,Switzerland,LB,67,67,5000,C.D. Leonesa S.A.D.
8703,Luís Rocha,234992,30,Portugal,CB,67,67,6000,CD Feirense
8704,Borja Fernández,225009,21,Spain,CM,67,76,9000,CF Reus Deportiu
8705,E. Garré,226545,35,Argentina,LM,67,67,6000,Club Atlético Huracán
8706,Jang Ho Ik,233457,23,Korea Republic,RB,67,73,5000,Suwon Samsung Bluewings
8707,S. Fox,195057,30,Scotland,GK,67,67,4000,Ross County FC
8708,J. Christjansen,234482,29,Denmark,CDM,67,67,7000,Lyngby BK
8709,A. Bruce,169458,32,Northern Ireland,CB,67,67,8000,Wigan Athletic
8710,M. Bokadi,237554,25,DR Congo,CDM,67,70,9000,Standard de Liège
8711,Ilsinho,177138,31,Brazil,CAM,67,67,5000,Philadelphia Union
8712,G. Ré,143603,35,Argentina,RB,67,67,5000,Chacarita Juniors
8713,J. Brownhill,220659,21,England,CDM,67,77,19000,Bristol City
8714,G. Prömel,228595,22,Germany,CAM,67,76,14000,1. FC Union Berlin
8715,Kim Min Hyeok,232691,25,Korea Republic,CB,67,70,3000,Sagan Tosu
8716,Ricardo Machado,184819,28,Portugal,CB,67,68,13000,Al Taawoun
8717,V. Rodić,229620,23,Montenegro,RM,67,73,8000,Randers FC
8718,N. Röseler,205045,25,Germany,CB,67,70,7000,VVV-Venlo
8719,R. Costa,216053,24,Argentina,ST,67,71,7000,Temperley
8720,A. Hjulsager,217845,22,Denmark,RM,67,77,12000,RC Celta de Vigo
8721,Z. Janjić,188405,31,Bosnia Herzegovina,ST,67,67,5000,MSV Duisburg
8722,J. Skjelvik,188917,25,Norway,LB,67,72,5000,Rosenborg BK
8723,N. Ramos,204534,35,Colombia,GK,67,67,1000,Independiente Medellín
8724,M. Endres,211702,26,Germany,CB,67,69,1000,Chemnitzer FC
8725,A. Bastía,156662,38,Argentina,CM,67,67,5000,Colon de Santa Fe
8726,N. Baranov,237814,24,Estonia,CB,67,72,3000,Kristiansund BK
8727,M. McKay,180726,34,Australia,CM,67,67,5000,Brisbane Roar
8728,S. Di Carmine,186614,28,Italy,ST,67,67,4000,Perugia
8729,L. Brattan,199159,27,Australia,CDM,67,67,7000,Melbourne City
8730,H. Jimenez,202231,28,United States,RM,67,67,5000,Columbus Crew SC
8731,V. Vermeij,216823,22,Netherlands,ST,67,74,7000,Heracles Almelo
8732,M. Djetei,234231,22,Cameroon,CB,67,77,5000,Gimnàstic de Tarragona
8733,M. Bostwick,173815,29,England,CB,67,67,10000,Lincoln City
8734,B. Bodin,200440,25,Wales,RW,67,70,7000,Bristol Rovers
8735,M. Pavelic,219640,23,Austria,RB,67,70,11000,SK Rapid Wien
8736,D. Lukebakio,231416,19,DR Congo,RM,67,80,8000,Sporting Charleroi
8737,Caio Henrique,232440,19,Brazil,CAM,67,81,15000,Atlético Madrid
8738,A. Fathi,175608,32,Egypt,CDM,67,67,0,
8739,J. Hergault,222969,31,France,RB,67,67,4000,AC Ajaccio
8740,N. Scatopano,159993,33,Chile,ST,67,67,3000,San Luis de Quillota
8741,C. Willock,225785,19,England,LM,67,82,4000,SL Benfica
8742,C. Del Grosso,173305,34,Italy,LM,67,67,4000,F.B.C. Unione Venezia
8743,K. Tokstad,190457,25,Norway,CM,67,68,3000,Strømsgodset IF
8744,G. Hairemans,195065,25,Belgium,CM,67,70,8000,Royal Antwerp FC
8745,D. Thomalla,200954,24,Germany,ST,67,70,11000,1. FC Heidenheim
8746,M. Šitum,224506,25,Croatia,LM,67,70,6000,Lech Poznań
8747,M. Garrido,232698,31,Argentina,LM,67,67,7000,Club Atlético Patronato
8748,C. Rodríguez,235258,27,Uruguay,CB,67,70,8000,Club Atlético Tigre
8749,J. Mabokgwane,184058,29,South Africa,GK,67,67,1000,Orlando Pirates
8750,A. Danielsen,148731,32,Norway,CM,67,67,4000,Viking FK
8751,Sebas Coris,221179,24,Spain,RM,67,73,11000,CA Osasuna
8752,D. Van den Buijs,225531,21,Belgium,CB,67,75,5000,Heracles Almelo
8753,M. Turay,237051,22,Sierra Leone,ST,67,75,3000,AFC Eskilstuna
8754,L. Mancuso,224508,25,Italy,LW,67,69,4000,Pescara
8755,T. Garceson,159996,25,Chile,RM,67,67,4000,Audax Italiano
8756,F. Rherras,228348,24,Morocco,LB,67,71,7000,KV Mechelen
8757,Fali,229628,23,Spain,CB,67,74,5000,FC Barcelona B
8758,Weilson Leal,230396,29,Brazil,CB,67,67,10000,Avaí Futebol Clube
8759,Chus Herrero,171772,33,Spain,CB,67,67,5000,Albacete Balompié
8760,M. Carrusca,143101,33,Argentina,CM,67,67,8000,Melbourne City
8761,M. Lais,208637,26,Germany,CM,67,70,7000,SSV Jahn Regensburg
8762,Chumbi,210173,28,Spain,ST,67,67,6000,Lorca Deportiva CF
8763,B. Addae,210429,24,Ghana,CDM,67,71,3000,Ascoli
8764,Lee Chang Geun,210941,23,Korea Republic,GK,67,73,3000,Jeju United FC
8765,S. Iljutcenko,228861,26,Russia,ST,67,68,5000,MSV Duisburg
8766,O. Kakabadze,235005,22,Georgia,RWB,67,75,5000,Gimnàstic de Tarragona
8767,Rober Correa,208638,24,Spain,RWB,67,72,5000,Cádiz C.F.
8768,H. Aslantaş,162814,31,Turkey,LB,67,67,8000,Kardemir Karabükspor
8769,V. Gutkovskis,233214,22,Latvia,LM,67,74,5000,Termalica Bruk-Bet Nieciecza
8770,C. Fandrich,197376,26,Germany,RM,66,69,3000,FC Erzgebirge Aue
8771,J. Botaka,207872,24,DR Congo,LM,66,70,3000,Sint-Truidense VV
8772,S. Marreh,218880,21,Gambia,CB,66,73,10000,Real Valladolid
8773,T. McNamara,221696,26,United States,CM,66,67,3000,New York City Football Club
8774,Sivera,222464,20,Spain,GK,66,75,4000,Deportivo Alavés
8775,Pablo Santos,239872,25,Brazil,CB,66,69,3000,CS Marítimo
8776,T. Ricketts,190720,29,Canada,ST,66,66,3000,Toronto FC
8777,D. McGregor,200449,31,Scotland,CB,66,66,2000,Hibernian
8778,N. Devlin,204033,23,Scotland,RM,66,72,3000,Walsall
8779,D. Łukasik,208898,26,Poland,CDM,66,69,3000,Lechia Gdańsk
8780,José Carlos,222466,21,Spain,LB,66,76,5000,Lorca Deportiva CF
8781,P. Robinson,159490,38,England,CB,66,66,5000,Birmingham City
8782,P. Šteinbors,186882,31,Latvia,GK,66,66,2000,Arka Gdynia
8783,S. Carrasco,202243,28,United States,CDM,66,66,3000,Orlando City Soccer Club
8784,J. Obiang,212483,23,Gabon,LB,66,70,5000,ES Troyes AC
8785,R. Schüller,213763,26,Finland,CDM,66,67,1000,HJK Helsinki
8786,J. Ríos,232195,25,Colombia,RM,66,70,1000,Alianza Petrolera
8787,L. Nienhuis,199172,27,Netherlands,GK,66,67,3000,Sparta Rotterdam
8788,F. Veseli,203780,24,Albania,LB,66,70,1000,Empoli
8789,F. Marquet,215302,22,Belgium,CDM,66,72,3000,Waasland-Beveren
8790,B. Camoglu,225798,20,Germany,CAM,66,74,1000,Karlsruher SC
8791,U. Bangura,196615,29,Sierra Leone,CB,66,67,5000,FC Zürich
8792,Lee Woong Hee,203015,28,Korea Republic,CB,66,67,3000,Sangju Sangmu FC
8793,C. Lavery,211463,24,Northern Ireland,RM,66,70,11000,Sheffield United
8794,K. Engel,183559,28,Kazakhstan,RB,66,66,1000,VfL Osnabrück
8795,A. Straith,197896,26,Canada,RB,66,66,1000,Sportfreunde Lotte
8796,A. Al Qarni,210184,33,Saudi Arabia,GK,66,66,8000,Al Ittihad
8797,D. Meleg,211464,22,Serbia,LW,66,72,4000,Kayserispor
8798,M. Stiefler,211720,28,Germany,LM,66,66,2000,SV Sandhausen
8799,Y. Rivera,214536,28,Colombia,CAM,66,66,2000,Independiente Santa Fe
8800,M. Rolón,224008,22,Argentina,ST,66,74,3000,Arsenal de Sarandí
8801,M. Pedersen,229640,20,Denmark,LWB,66,76,3000,FC Nordsjælland
8802,D. Da Costa,177672,31,Switzerland,GK,66,66,2000,FC Lugano
8803,Cho Soo Hyuk,187144,30,Korea Republic,GK,66,66,2000,Ulsan Hyundai Horang-i
8804,G. Wijnaldum,200201,24,Netherlands,LB,66,71,2000,Philadelphia Union
8805,A. Buyvolov,203529,30,Russia,CB,66,66,6000,FC Tosno
8806,R. Murawski,209417,23,Poland,CDM,66,71,1000,Palermo
8807,T. Mikkelsen,172041,30,Denmark,RW,66,66,5000,FC Nordsjælland
8808,B. Knighton,181001,32,United States,GK,66,66,2000,New England Revolution
8809,O. Roshi,203786,26,Albania,RW,66,67,9000,Terek Grozny
8810,J. Hernandez,164618,33,Puerto Rico,RB,66,66,2000,Toronto FC
8811,N. Eardley,173834,28,Wales,RB,66,66,5000,Lincoln City
8812,A. Durante,180746,35,New Zealand,CB,66,66,1000,Wellington Phoenix
8813,A. Lonergan,118794,33,England,GK,66,66,7000,Leeds United
8814,E. Dilaver,204043,26,Austria,CB,66,67,3000,Lech Poznań
8815,C. Lade,206603,27,United States,LB,66,67,2000,New York Red Bulls
8816,H. Pertuz,207627,28,Colombia,CB,66,66,1000,Independiente Medellín
8817,T. Knipping,211723,24,Germany,CB,66,72,2000,SV Sandhausen
8818,D. Forde,171019,37,Republic of Ireland,GK,66,66,3000,Cambridge United
8819,R. Schwartz,172555,27,Denmark,LW,66,66,4000,Waasland-Beveren
8820,P. McEleney,201484,24,Northern Ireland,CAM,66,73,1000,Dundalk
8821,M. Kobylański,204044,23,Poland,LM,66,70,1000,SC Preußen Münster
8822,F. Bagnack,210956,22,Cameroon,CB,66,70,3000,FC Admira Wacker Mödling
8823,B. Santalab,162828,34,Australia,ST,66,66,3000,Western Sydney Wanderers
8824,Villiam Moraes,233996,29,Brazil,LB,66,66,5000,Associação Atlética Ponte Preta
8825,C. Ganea,239116,25,Romania,LM,66,71,0,
8826,L. Alessandra,173836,28,England,CM,66,66,6000,Notts County
8827,Sergi Canós,224013,20,Spain,LW,66,74,9000,Brentford
8828,J. Sainati,179725,28,France,RB,66,66,2000,AC Ajaccio
8829,E. Hurtado,212750,26,United States,RM,66,67,3000,Vancouver Whitecaps FC
8830,Y. Takahashi,232718,32,Japan,CDM,66,66,2000,Sagan Tosu
8831,M. Mirić,236302,30,Serbia,ST,66,66,5000,Sporting Lokeren
8832,B. Tabla,233743,18,Ivory Coast,CAM,66,81,2000,Montreal Impact
8833,J. Goossens,184847,28,Netherlands,LM,66,66,3000,Chicago Fire Soccer Club
8834,M. Koch,204816,22,Netherlands,CB,66,70,3000,NAC Breda
8835,J. Andersson,227600,20,Sweden,RW,66,75,1000,BK Häcken
8836,C. Dagnall,163856,31,England,RW,66,66,7000,Crewe Alexandra
8837,S. Saunders,181521,33,England,CAM,66,66,5000,Wycombe Wanderers
8838,A. Touré,210450,23,France,CM,66,71,5000,FC Nantes
8839,Carlos,215314,25,Spain,CB,66,70,3000,CD Numancia
8840,Bady,222738,28,Brazil,CM,66,66,6000,Gençlerbirliği SK
8841,D. Trajkovski,235538,25,Slovenia,LB,66,69,3000,FC Twente
8842,J. Newell,202771,24,England,CM,66,72,3000,Rotherham United
8843,F. Görgülü,222995,25,Turkey,CB,66,67,4000,Kardemir Karabükspor
8844,A. Al Obaid,228627,24,Saudi Arabia,LB,66,70,4000,Al Qadisiyah
8845,A. Lambertz,191251,32,Germany,CDM,66,66,5000,SG Dynamo Dresden
8846,S. Lawless,200980,26,Scotland,LM,66,67,3000,Partick Thistle F.C.
8847,D. Babunski,206101,23,FYR Macedonia,LW,66,72,3000,Yokohama F. Marinos
8848,Y. Díaz,231701,25,Colombia,LM,66,68,1000,Águilas Doradas
8849,David Bruno,205846,25,Portugal,RB,66,70,2000,Tondela
8850,S. Mosquera,214038,23,Colombia,RB,66,74,1000,Deportes Tolima
8851,A. Okugo,197911,26,United States,CDM,66,68,2000,Portland Timbers
8852,B. Rowe,210711,28,United States,GK,66,67,2000,LA Galaxy
8853,O. Özdemir,223767,22,Turkey,CDM,66,72,1000,SG Sonnenhof Großaspach
8854,G. Kastanos,237335,19,Cyprus,CM,66,79,13000,SV Zulte-Waregem
8855,M. Methnani,241175,25,Tunisia,CDM,66,69,5000,Al Qadisiyah
8856,A. Dona Ndoh,183831,31,Cameroon,ST,66,66,3000,Chamois Niortais FC
8857,J. Emmanuel,229912,19,England,RB,66,77,3000,Rotherham United
8858,T. Mpati,239128,25,Belgium,LB,66,70,4000,Sporting Lokeren
8859,T. Bu Haymid,209177,29,Saudi Arabia,CAM,66,66,7000,Al Fayha
8860,F. Holst,210713,22,Denmark,CDM,66,71,3000,Sparta Rotterdam
8861,A. Stokes,167705,28,Republic of Ireland,LM,66,66,3000,Hibernian
8862,S. Ezatolahi,233241,20,Iran,CM,66,79,7000,Amkar Perm
8863,A. Smárason,189721,28,Iceland,ST,66,66,2000,Hammarby IF
8864,D. Gustavsson,190489,26,Sweden,ST,66,66,2000,IF Elfsborg
8865,C. Dajome,229658,23,Colombia,LM,66,73,2000,Deportivo Pasto
8866,M. Tagbajumi,230682,29,Nigeria,ST,66,66,2000,Lillestrøm SK
8867,A. Van Loo,176154,28,Belgium,LB,66,66,4000,KV Kortrijk
8868,M. Bolly,190490,26,Ivory Coast,ST,66,67,4000,SpVgg Greuther Fürth
8869,A. La Mantia,201243,26,Italy,ST,66,66,1000,Virtus Entella
8870,Ren Hang,222235,28,China PR,CB,66,66,0,
8871,M. Bakakis,226075,26,Greece,LB,66,68,1000,AEK Athens
8872,A. Mintzel,169243,35,Germany,LM,66,66,1000,SV Wehen Wiesbaden
8873,Cristian Rivero,241179,19,Spain,GK,66,78,2000,Valencia CF
8874,J. Clarke,190235,25,England,RB,66,69,3000,Scunthorpe United
8875,M. Piossek,197148,27,Poland,LM,66,66,1000,Sportfreunde Lotte
8876,M. Frey,225564,21,Germany,CM,66,73,9000,Bayer 04 Leverkusen
8877,W. Faes,235036,19,Belgium,CB,66,77,3000,Excelsior
8878,M. Duffy,192540,31,England,LM,66,66,12000,Sheffield United
8879,G. van Kessel,208669,24,Curacao,RW,66,72,3000,Oxford United
8880,P. Klement,205086,24,Germany,CM,66,71,7000,1. FSV Mainz 05
8881,J. Mosquera,214046,26,Colombia,CM,66,69,1000,CD America de Cali
8882,J. Szmatuła,155422,36,Poland,GK,66,66,1000,Piast Gliwice
8883,Eugeni,209695,22,Spain,CAM,66,73,7000,Lorca Deportiva CF
8884,J. Geria,212511,24,Australia,RB,66,70,2000,Melbourne Victory
8885,J. Mendy,227871,27,Senegal,ST,66,66,2000,Kristiansund BK
8886,K. Tsimikas,232223,21,Greece,LB,66,74,2000,Willem II
8887,M. Wassey,239135,29,Canada,CM,66,66,1000,SC Paderborn 07
8888,Dagoberto Esteiro,230432,29,Brazil,RM,66,66,4000,Vitória
8889,F. Harek,182816,34,Algeria,CB,66,66,2000,Nîmes Olympique
8890,J. Bailey,184352,28,England,CM,66,66,3000,Yeovil Town
8891,S. Mielitz,193312,27,Germany,GK,66,68,3000,SønderjyskE
8892,Bae Il Hwan,208417,28,Korea Republic,CAM,66,66,2000,Jeju United FC
8893,M. Abu Radiyah,210209,30,Saudi Arabia,ST,66,66,11000,Al Ahli
8894,P. Riese,211745,27,Germany,CDM,66,67,2000,FC Erzgebirge Aue
8895,R. Torres,198690,25,Colombia,CAM,66,68,1000,Alianza Petrolera
8896,A. Dimidko,161314,31,Russia,CDM,66,66,6000,FC SKA-Energiya Khabarovsk
8897,A. Prudnikov,181794,28,Russia,ST,66,66,7000,FC Anzhi Makhachkala
8898,S. Bouhours,182818,30,France,LB,66,66,3000,Stade de Reims
8899,M. O'Halloran,203043,26,Scotland,RM,66,67,14000,St. Johnstone FC
8900,M. van Duinen,205603,25,Netherlands,ST,66,69,4000,Excelsior
8901,C. Slater,212515,23,Scotland,CAM,66,74,4000,Colchester United
8902,Robson,221731,23,Brazil,CB,66,72,2000,Boavista FC
8903,R. Dwamena,239907,21,Ghana,ST,66,77,4000,FC Zürich
8904,S. Taylor,50723,36,England,GK,66,66,9000,Southampton
8905,F. Mazzeo,194851,33,Italy,RW,66,66,2000,Foggia
8906,M. Doughty,202532,24,Wales,CM,66,71,3000,Peterborough United
8907,J. Souttar,212516,20,Scotland,CB,66,79,2000,Heart of Midlothian
8908,O. Orji,236836,19,Nigeria,LW,66,83,9000,Bologna
8909,T. Teniste,185380,29,Estonia,RM,66,66,2000,Sogndal
8910,G. Korte,210213,23,Netherlands,LM,66,70,3000,NAC Breda
8911,N. Adler,156453,32,Germany,ST,66,66,3000,FC Erzgebirge Aue
8912,A. Salzano,224805,25,Italy,CM,66,67,2000,Bari
8913,D. Acosta,231973,19,United States,RB,66,80,1000,Real Salt Lake
8914,L. Ainsworth,173349,29,England,RM,66,66,4000,Plymouth Argyle
8915,D. Ovono,175141,34,Gabon,GK,66,66,2000,Paris FC
8916,D. Mattocks,206630,26,Jamaica,RM,66,66,3000,Portland Timbers
8917,A. González,226086,23,Argentina,LM,66,71,4000,Godoy Cruz
8918,S. Spierings,227622,21,Netherlands,CM,66,72,3000,Sparta Rotterdam
8919,S. N'Guessan,234534,22,Ivory Coast,CM,66,74,2000,AS Nancy Lorraine
8920,A. Angoula,182822,36,France,CB,66,66,1000,La Berrichonne de Châteauroux
8921,L. Dyer,138279,34,England,LWB,66,66,4000,Burton Albion
8922,T. Adams,232999,18,United States,RWB,66,82,1000,New York Red Bulls
8923,S. Suciu,198952,27,Romania,CDM,66,67,2000,F.B.C. Unione Venezia
8924,O. Zahustel,201000,26,Czech Republic,RW,66,67,1000,Sparta Praha
8925,M. López,219688,26,Argentina,CB,66,71,3000,Cádiz C.F.
8926,Y. Cabrera,221480,26,Colombia,CDM,66,66,1000,Deportivo Pasto
8927,J. Campbell,231976,24,United States,CB,66,70,2000,Chicago Fire Soccer Club
